DateVal,TotalUKCases,NewUKCases,TotalUKDeaths,DailyUKDeaths,EnglandCases,EnglandDeaths,ScotlandCases,ScotlandDeaths,WalesCases,WalesDeaths,NICases,NIDeaths
3/27/2020,"14,543","  2,885",759,181," 12,288",    679,"1,059",33,921,34,275,13
